,id,name,metacritic,released_year,platforms,developers,genres,publishers
435312,5529,Castlevania: Lords of Shadow,84.0,2010,"Xbox One, PC, Xbox 360, PlayStation 3","Konami Digital Entertainment, Kojima Productions, Mercury Steam Entertainment, MercurySteam Entertainment","Action, Adventure",Konami
435373,5535,Condemned 2: Bloodshot,81.0,2008,"PlayStation 3, Xbox 360","SEGA, Monolith Productions","Action, Shooter, Fighting",SEGA
435405,5538,Dark Souls,89.0,2011,"PC, PlayStation 3, Xbox 360","BANDAI NAMCO Entertainment America, FromSoftware","Action, RPG","Bandai Namco Entertainment, BANDAI NAMCO Entertainment America"
435428,5540,Devil May Cry,84.0,2001,"Xbox One, Xbox 360, Nintendo Switch, PlayStation 4, PlayStation 2, PlayStation 3, PC",Capcom,Action,Capcom
435438,5541,Devil May Cry 2,59.0,2003,"Xbox 360, Xbox One, Nintendo Switch, PlayStation 4, PC, PlayStation 3, PlayStation 2","Capcom, Capcom U.S.A",Action,Capcom
435448,5542,Devil May Cry 3: Dante's Awakening,78.0,2005,"PlayStation 3, PC, Xbox 360, PlayStation 2",Capcom U.S.A,Action,Capcom
435458,5543,DiRT 2,88.0,2009,"PC, PlayStation 3, Xbox 360, Wii, Nintendo DS","Codemasters, Sumo Digital, Firebrand Games","Sports, Racing",Codemasters
435469,5544,DiRT 3,87.0,2011,"PlayStation 3, PC, Xbox 360",Codemasters,"Sports, Racing, Arcade",Codemasters
435534,5550,Driver San Francisco,80.0,2011,"Xbox 360, Wii, PlayStation 3, PC","Ubisoft, Ubisoft Reflections","Action, Racing, Arcade",Ubisoft Entertainment
435653,5561,F1 2011,83.0,2011,"PS Vita, PlayStation 3, iOS, Nintendo 3DS, PC, Xbox 360",Codemasters,"Simulation, Sports, Racing",Codemasters
435664,5562,Fallout 3,91.0,2008,"PC, Xbox One, Xbox 360, PlayStation 3","Bethesda Softworks, Bethesda Game Studios","Shooter, RPG",Bethesda Softworks
435675,5563,Fallout: New Vegas,84.0,2010,"Xbox One, PlayStation 4, PlayStation 3, PC, Xbox 360",Obsidian Entertainment,"Action, Shooter, Adventure, RPG",Bethesda Softworks
435686,5564,F.E.A.R. 2: Project Origin,79.0,2009,"PC, PlayStation 3, Xbox 360","Warner Bros. Interactive, Monolith Productions","Action, Shooter",Warner Bros. Interactive
435697,5565,F.E.A.R. 3,74.0,2011,"PC, Xbox 360, PlayStation 3","Warner Bros. Interactive, Day 1 Studios","Action, Shooter",Warner Bros. Interactive
435730,5568,Fireburst,59.0,2012,"PC, PlayStation 3, Xbox 360","IndiePub, exDream","Action, Adventure, Racing","Strategy First, Bigben Interactive"
435764,5571,FRONT MISSION EVOLVED,63.0,2010,"PC, PlayStation 3, Xbox 360","Square Enix, Double Helix Games","Action, Shooter",Square Enix
435841,5578,Race Driver: Grid,87.0,2008,"PC, Xbox One, PlayStation 3, Xbox 360, Nintendo DS","Codemasters, Firebrand Games","Action, Simulation, Sports, Racing, Casual",Codemasters
435885,5582,Haze,55.0,2008,PlayStation 3,"Ubisoft, Free Radical Design","Action, Shooter",Ubisoft Entertainment
435896,5583,Hitman: Absolution,79.0,2012,"PC, macOS, Xbox 360, PlayStation 3",IO Interactive,"Action, Shooter","Square Enix, Io-Interactive"
435957,5589,MotorStorm,84.0,2006,PlayStation 3,"Sony Interactive Entertainment, Evolution Studios","Racing, Arcade",Sony Computer Entertainment
435968,559,Fallout Shelter,63.0,2015,"Nintendo Switch, PC, iOS, Android, Xbox One, PlayStation 4","Bethesda Softworks, Bethesda Game Studios","RPG, Simulation",Bethesda Softworks
436001,5593,nail'd,69.0,2010,"PC, PlayStation 3, Xbox 360","Deep Silver, Techland",Racing,Deep Silver
436034,5596,Kingdom Hearts Birth by Sleep,82.0,2010,"PSP, PlayStation 3, PlayStation 4",Square Enix,"Action, RPG",Square Enix
436060,55983,Beach Spikers,76.0,2002,GameCube,SEGA,Sports,SEGA
436061,55984,Beyond Good & Evil,84.0,2003,"Xbox, GameCube, PC, PlayStation 2, Xbox 360, PlayStation 3","Ubisoft, Ubisoft Shanghai, Ubisoft Montpellier, Ubisoft Milan","Action, Adventure",Ubisoft Entertainment
436075,56,The Inner World,72.0,2013,"macOS, iOS, Android, PC, Linux, Xbox One, PlayStation 4, Nintendo Switch","Headup Games, Studio Fizbin","Adventure, Family, Indie",Headup Games
436085,56007,Chibi-Robo!,75.0,2005,"Wii, GameCube",SKIP,Adventure,Nintendo
436108,56029,Donkey Kong Jungle Beat,80.0,2004,"Wii, GameCube, Wii U",Nintendo,Platformer,Nintendo
436111,56031,Donkey Konga,76.0,2003,GameCube,NAMCO,Arcade,Nintendo
436113,56033,Dragon Ball Z: Budokai,67.0,2002,"PlayStation 2, GameCube",DIMPS,Fighting,"Bandai Namco Entertainment, Atari, Infogrames, Bandai, AUS"
436120,5604,Legendary,50.0,2008,"PC, Xbox 360, PlayStation 3","Spark Unlimited, Gamecock Media Group","Action, Shooter","SouthPeak Games, Gamecock Media Group"
436125,56044,The Fairly OddParents: Breakin' da Rules,60.0,2003,"PC, Xbox, PlayStation 2, Game Boy Advance, GameCube","Blitz Games, Helixe, Gorilla","Action, Platformer",THQ
436134,56053,Fire Emblem: Path of Radiance,85.0,2005,GameCube,"Nintendo, Intelligent Systems","RPG, Strategy",Nintendo
436141,5606,LEGO Indiana Jones 2: The Adventure Continues,66.0,2009,"macOS, PC, Nintendo DS, PlayStation 3, Wii, Xbox 360","Feral Interactive, LucasArts Entertainment, Traveller's Tales","Action, Adventure, Family","Feral Interactive, Disney Interactive, LucasArts Entertainment"
436163,56083,Judge Dredd: Dredd vs. Death,55.0,2003,"Xbox, GameCube, PlayStation 2, PC",Rebellion,"Action, Shooter","Rebellion, Sierra Entertainment, Evolved Games, Vivendi Games, BAM! Entertainment"
436167,56088,killer7,70.0,2005,"PlayStation 2, GameCube, PC","Grasshopper Manufacture, Engine Software","Action, Adventure","Capcom, NIS America"
436177,56097,Mario Kart: Double Dash,87.0,2003,GameCube,Nintendo,Racing,Nintendo
436178,56098,Major League Baseball 2K6,68.0,2006,"Xbox, GameCube, PlayStation 2, Xbox 360",Visual Concepts,Sports,2K Sports
436181,5610,Lollipop Chainsaw,68.0,2012,"PlayStation 3, Xbox 360","Grasshopper Manufacture, 8-4","Action, Adventure","Warner Bros. Interactive, Kadokawa Games"
436191,5611,Need for Speed: ProStreet,72.0,2007,"PSP, Wii, Nintendo DS, PC, PlayStation 3, PlayStation 2","Electronic Arts, Electronic Arts Black Box","Action, Racing, Arcade",Electronic Arts
436195,56114,Medal of Honor: Frontline,88.0,2002,"PlayStation 3, Xbox, GameCube, PlayStation 2","Electronic Arts, Electronic Arts Los Angeles, Danger Close Games",Shooter,"Electronic Arts, EA Games"
436201,5612,London 2012 - The Official Video Game of the Olympic Games,66.0,2012,"PlayStation 3, PC, Xbox 360","SEGA, Creative Assembly, SEGA Studios Australia",Sports,SEGA
436204,56122,Metal Gear Solid: The Twin Snakes,85.0,2004,GameCube,"Konami Computer Entertainment Japan, Silicon Knights","Action, Adventure",Konami
436205,56123,Metroid Prime,97.0,2002,"Wii, GameCube",Retro Studios,"Action, Shooter, Adventure",Nintendo
436211,56129,Mortal Kombat: Deception,81.0,2004,"Xbox, GameCube, PlayStation 2",Midway Games,Fighting,Midway Games
436222,5614,Madagascar: Escape 2 Africa,59.0,2008,"PlayStation 3, Wii, PC, PlayStation 2, Xbox 360","Activision, Toys for Bob, Papaya Studio","Arcade, Family, Platformer",Activision Blizzard
436232,5615,Need For Speed Undercover,65.0,2008,"Wii, Nintendo DS, PC, PSP, Xbox 360, PlayStation 3, PlayStation 2","Electronic Arts, Electronic Arts Black Box","Action, Racing",Electronic Arts
436248,56165,Paper Mario: The Thousand-Year Door,87.0,2004,GameCube,Intelligent Systems,RPG,Nintendo
436266,56183,Resident Evil (2002),91.0,2002,"PlayStation 4, PlayStation 3, PlayStation, GameCube, SEGA Saturn, PC",Capcom,Adventure,Capcom
436267,56184,Resident Evil 4,83.0,2005,"Xbox 360, Wii, Wii U, PC, Xbox One, PlayStation 2, Nintendo Switch, Android, iOS, GameCube, PlayStation 4, PlayStation 3","Capcom, Capcom U.S.A, Capcom Production Studio 4","Action, Shooter, Adventure","Ubisoft Entertainment, Capcom, Nintendo, THQ, Nintendo Australia, Red Ant Enterprises"
436275,56191,Resident Evil Zero,83.0,2002,"Wii, GameCube, Xbox 360, PC, Xbox One, PlayStation 3, PlayStation 4",Capcom,Adventure,Capcom
436280,56196,Second Sight (2013),75.0,2013,"GameCube, Xbox, PlayStation 2, PC","Free Radical Design, Crytek UK",Action,Codemasters
436284,562,Game Dev Story,86.0,2010,"iOS, Nintendo Switch, Android","SNK, Kairosoft","Strategy, Simulation, Casual",Kairosoft
436288,56203,Smuggler's Run 2,77.0,2001,"PlayStation 2, GameCube","Rockstar San Diego, Angel Studios",Racing,Rockstar Games
436290,56206,Space Raiders,40.0,2002,"PlayStation 2, GameCube",Taito,Shooter,"Taito, Mastiff, Sammy"
436294,5621,NIER,68.0,2010,"Xbox 360, PlayStation 3",Square Enix,"Action, RPG",Square Enix
436300,56215,SSX on Tour,81.0,2005,"GameCube, Xbox, PlayStation 2, PSP","Electronic Arts Canada, Electronic Arts Montreal",Racing,EA Sports BIG
436307,56222,Super Smash Bros. Melee,92.0,2001,GameCube,HAL Laboratory,"Action, Casual, Fighting",Nintendo
436325,5624,Mega Man Powered Up,82.0,2006,PSP,Capcom U.S.A,"Action, Platformer",Capcom
436346,56260,Viewtiful Joe (2003),90.0,2003,"GameCube, PlayStation 2","Capcom Production Studio 4, Clover Studio","Action, Platformer",Capcom
436422,5633,MLB 11 The Show,90.0,2011,"PSP, PlayStation 3, PlayStation 2","Sony Interactive Entertainment, SCE Studios San Diego",Sports,Sony Computer Entertainment
436455,5636,RAGE,79.0,2011,"Xbox One, PC, Xbox 360, PlayStation 3","id Software, Escalation Studios","Action, Shooter, Racing",Bethesda Softworks
436477,5638,Ray's The Dead,65.0,2020,"macOS, Linux, PC, PlayStation 4",Ragtag Studio,"Action, Adventure, Strategy, Indie, Puzzle",Adult Swim Games
436499,564,DEATHSMILES,78.0,2011,"iOS, PC","CAVE Interactive CO.,LTD., CAVE CO.,LTD.","Action, Arcade, Casual, Indie","Degica, CAVE Co"
436500,5640,Resistance 2,87.0,2008,PlayStation 3,"Sony Interactive Entertainment, Insomniac Games","Action, Shooter",Sony Computer Entertainment
436587,5648,Rocksmith,78.0,2011,"PC, PlayStation 3, Xbox 360","Ubisoft, Ubisoft San Francisco","Simulation, Casual",Ubisoft Entertainment
436598,5649,Rogue Warrior,29.0,2009,"PC, PlayStation 3, Xbox 360","Bethesda Softworks, Rebellion","Action, Shooter",Bethesda Softworks
436641,5653,Singularity,76.0,2010,"PC, PlayStation 3, Xbox 360","Raven Software, Activision, Jingjing Shen, Cody Wren, David Tree","Action, Shooter, Simulation, Casual","Activision Blizzard, Screen South"
436652,5654,Skate 2,84.0,2009,"Xbox 360, PlayStation 3","Electronic Arts, Electronic Arts Black Box, Electronic Arts Vancouver","Sports, Arcade",Electronic Arts
436707,5659,Sonic's Ultimate Genesis Collection,80.0,2009,"PlayStation 3, Xbox 360",Backbone Entertainment,"Adventure, Casual, Platformer",SEGA
436858,5673,Terminator Salvation,47.0,2009,"PC, PlayStation 3","GRIN, Evolved Games","Action, Shooter",Evolved Games
436869,5674,Test Drive Unlimited 2,72.0,2011,"Xbox 360, PC, PlayStation 3","Atari, Eden Games, Eden Studios",Racing,Atari
436901,5677,The Chronicles of Riddick: Assault on Dark Athena,81.0,2009,"Xbox 360, macOS, PC, PlayStation 3","Starbreeze Studios, Atari, Tigon Studios","Action, Shooter",Atari
436912,5678,The Elder Scrolls IV: Oblivion,94.0,2006,"Xbox One, PC, PlayStation 3, Xbox 360","Bethesda Softworks, Bethesda Game Studios",RPG,"2K Games, Bethesda Softworks"
436923,5679,The Elder Scrolls V: Skyrim,94.0,2011,"PC, PlayStation 3, Xbox 360, Nintendo Switch","Bethesda Softworks, Bethesda Game Studios","Action, RPG",Bethesda Softworks
436957,5682,The Godfather II,65.0,2009,"PC, Xbox 360, PlayStation 3","Electronic Arts, Electronic Arts Redwood Shores","Action, Strategy",Electronic Arts
436979,5684,The Incredible Hulk,48.0,2008,"Xbox 360, Wii, PlayStation 3, Nintendo DS, PC","SEGA, Edge of Reality, Amaze Entertainment","Action, Adventure, Arcade",SEGA
437022,5688,The Saboteur,66.0,2009,"PC, PlayStation 3, Xbox 360","Electronic Arts, Pandemic Studios","Action, Shooter, Adventure, Racing",Electronic Arts
437033,5689,The Sims 3,86.0,2009,"PC, iOS, Nintendo 3DS, Xbox 360, PlayStation 3","Electronic Arts, Edge of Reality, The Sims Studio","Simulation, Casual",Electronic Arts
437045,5690,The Sims 3 Pets,79.0,2011,"Xbox 360, Nintendo 3DS, PlayStation 3, PC","Electronic Arts, Edge of Reality, The Sims Studio","Strategy, Simulation",Electronic Arts
437056,5691,Thor: God of Thunder,44.0,2011,"Xbox 360, Nintendo DS, Nintendo 3DS, PlayStation 3, Wii","SEGA, WayForward Technologies, Red Fly Studio, Liquid Entertainment","Action, Adventure",SEGA
437067,5692,TimeShift,71.0,2007,"PC, PlayStation 3, Xbox 360","Saber Interactive, Sierra Entertainment","Action, Shooter","Activision Blizzard, Vivendi Universal Games"
437143,5699,Transformers: War for Cybertron,75.0,2010,"PC, Wii, Xbox 360, Nintendo DS, PlayStation 3","Activision, High Moon Studios","Action, Shooter",Activision Blizzard
437189,5703,Uncharted 3: Drake's Deception,92.0,2011,"PlayStation 3, PlayStation 4",Naughty Dog,"Action, Adventure",Sony Computer Entertainment
437221,5706,Valkyria Chronicles,85.0,2008,"PC, Nintendo Switch, PlayStation 4, PlayStation 3",SEGA,"Action, RPG, Strategy",SEGA
437253,5709,Wanted: Weapons of Fate,62.0,2009,"Xbox 360, PC, PlayStation 3","Warner Bros. Interactive, GRIN","Action, Shooter, Adventure",Warner Bros. Interactive
437309,5714,KALIMBA,81.0,2014,"iOS, PC, Xbox One","Flashbulb ApS, Press Play","Action, Arcade, Casual","Microsoft Studios, Flashbulb ApS"
437349,5718,Starpoint Gemini 2,70.0,2014,"PC, Xbox One",Little Green Men Games,"Action, RPG, Simulation","Iceberg Interactive, Little Green Men Games - Intercorona"
437368,572,EVE: Valkyrie,69.0,2016,"PC, PlayStation 4","CCP, CCP Games",Action,CCP
437552,5737,McPixel,76.0,2012,"iOS, Android, PC, macOS",Sos,"Action, Adventure, Arcade, Indie, Puzzle","Mikolaj Kaminski, Sos Mikolaj Kaminski"
437765,5757,Tengami,57.0,2014,"iOS, macOS, Android, PC, Wii U",Nyamyam,"Adventure, Casual, Indie, Puzzle","Plug In Digital, Nyamyam"
437804,57607,Metal Gear Solid,94.0,1998,"PlayStation, PS Vita, PC, PSP, PlayStation 3","Sony Interactive Entertainment, Konami Digital Entertainment, Konami Computer Entertainment Japan, Digital Dialect","Action, Shooter, Adventure","Microsoft Studios, Konami"
437818,57620,Monster Rancher 2,83.0,1999,PlayStation,Tecmo,RPG,Tecmo
437874,57679,Persona 2: Innocent Sin,75.0,1999,PlayStation,Atlus,RPG,Atlus
437994,57794,Spider-Man 2: Enter Electro,74.0,2001,PlayStation,Vicarious Visions,Platformer,Activision Blizzard
438000,578,Star Trek Online,76.0,2012,"PC, Xbox One, PlayStation 4","Cryptic Studios, Perfect World Entertainment","RPG, Massively Multiplayer",Perfect World Entertainment
438002,57800,Star Ocean: The Second Story,80.0,1998,PlayStation,"Tose, Tri-Ace",RPG,"Square Enix, SCEE, Enix, SCEA"
438003,57801,Star Trek: Invasion,76.0,2000,PlayStation,Warthog Games,"Action, Shooter",Activision Blizzard
438028,5783,FIFA 14,86.0,2013,"Xbox One, iOS, PC, Nintendo 3DS, Xbox 360, PlayStation 4, Nintendo Switch, Wii, PlayStation 2, PlayStation 3, PSP, PS Vita, Android",Electronic Arts Canada,Sports,Electronic Arts
438086,57891,PUBG Mobile,81.0,2018,"iOS, Android",PUBG,"Action, Shooter, Massively Multiplayer","Tencent, Vng Game Studio"
438091,57896,Mark of the Ninja: Remastered,89.0,2018,"PC, Nintendo Switch, PlayStation 4, Xbox One",Klei Entertainment,"Action, Indie, Platformer",Klei Entertainment
438093,57898,Travis Strikes Again: No More Heroes,65.0,2019,"PlayStation 4, PC, Nintendo Switch","Grasshopper Manufacture, Marvelous Entertainment",Action,GRASSHOPPER MANUFACTURE
438113,57918,Harry Potter and the Philosopher's Stone,60.0,2001,"GameCube, Classic Macintosh, PlayStation, Game Boy Advance, PC, Game Boy Color, Xbox, PlayStation 2, Game Boy","Aspyr Media, Eurocom, KnowWonder, Griptonite, Argonaut, Warthog","Arcade, Platformer","Electronic Arts, EA Games, Griptonite Games"
438125,5793,Alone in the Dark,55.0,2008,"PC, Wii, Xbox 360, PlayStation 2, PlayStation 3","Atari, Eden Games, Hydravision Entertainment, DartFrog","Action, Adventure, Puzzle","Atari, Dartfrog"
438141,57944,Tony Hawk's Pro Skater,92.0,1999,"Dreamcast, Game Boy Color, Nintendo 64, PlayStation",Neversoft,Sports,Activision Blizzard
438152,57954,Vagrant Story (2000),92.0,2000,"PlayStation, PSP, PlayStation 3, PS Vita","Square, Square Product Development Division 4",Action,"Electronic Arts, Square"
438153,57955,Valkyrie Profile,81.0,1999,PlayStation,"Tose, Tri-Ace",RPG,"Square Enix, Enix"
438240,58076,Ash of Gods: Redemption,65.0,2018,"Linux, macOS, PC, Xbox One, PlayStation 4, Nintendo Switch","AurumDust, Aurum Dust","RPG, Strategy","Koch Media, WhisperGames, AurumDust"
438249,58084,DRAGON QUEST XI: Echoes of an Elusive Age,92.0,2017,"Xbox One, Nintendo 3DS, Nintendo Switch, PC, PlayStation 4","Square Enix, Armor Project",RPG,Square Enix
438250,58085,Jurassic World Evolution,71.0,2018,"PC, PlayStation 4, Xbox One",Frontier Developments,"Action, Strategy, Simulation",Frontier Developments
438293,58133,Spyro Reignited Trilogy,80.0,2018,"PC, Nintendo Switch, PlayStation 4, Xbox One","Activision, Toys for Bob, Iron Galaxy","Action, Adventure","Activision Blizzard, Activision Value Publishing"
438294,58134,Marvel's Spider-Man,87.0,2018,PlayStation 4,Insomniac Games,"Action, Adventure",Sony Computer Entertainment
438335,58175,God of War,94.0,2018,PlayStation 4,SCE Santa Monica Studio,"Action, Adventure",Sony Interactive Entertainment
438347,58189,MX Unleashed,80.0,2018,"Xbox 360, Xbox, PlayStation 2",Rainbow Studios,"Sports, Racing",THQ Nordic
438349,58190,Conker,78.0,2005,"Xbox, Xbox 360",Rare,"Action, Platformer",Microsoft Studios
438358,582,Dex,62.0,2015,"Nintendo Switch, PC, Linux, macOS, Xbox One, PS Vita, PlayStation 4","Badland Games, Dreadlocks","Action, Adventure, RPG, Indie","Techland, QubicGames, Dreadlocks"
438381,58222,Brew Town,77.0,2018,"Android, iOS",AppBox Media,"Strategy, Simulation",AppBox Media Plc
438434,58277,Harry Potter: Hogwarts Mystery,43.0,2018,"Android, iOS",Jam City,"Adventure, Simulation",Jam City
438470,58312,DISTRAINT: Deluxe Edition,73.0,2015,"iOS, PC, Android","Jesse Makkonen, Winterveil Studios Oy","Adventure, Puzzle","Jesse Makkonen, Winterveil Studios Oy"
438484,58325,Beat Saber,90.0,2018,"PC, PlayStation 4","Hyperbolic Magnetism, Beat Games","Action, Indie","Hyperbolic Magnetism, Beat Games"
438497,58337,Another Code: R - A Journey into Lost Memories,66.0,2009,Wii,Cing,Adventure,Nintendo
438515,58354,AO International Tennis,58.0,2018,"PC, PlayStation 4, Xbox One",Big Ant Studios,Sports,Big Ant Studios
438517,58356,Megadimension Neptunia VIIR,71.0,2018,"PC, PlayStation 4","Idea Factory, Idea Factory International",RPG,Idea Factory International
438546,58385,RAGE 2,71.0,2019,"Xbox One, PC, PlayStation 4","id Software, Avalanche Studios","Action, Shooter, Adventure, RPG",Bethesda Softworks
438549,58388,ZONE OF THE ENDERS: The 2nd Runner - M∀RS,71.0,2018,"PlayStation 4, PC","Konami Digital Entertainment, Cygames",Action,"Konami, Konami Digital Entertainment-US"
438550,58389,Call of Duty: Black Ops 4,84.0,2018,"PlayStation 4, PC, Xbox One","Raven Software, Treyarch, Beenox","Action, Shooter","1C-SoftClub, Activison"
438556,58394,Horizon Chase Turbo,78.0,2018,"Linux, macOS, PC, PlayStation 4, Nintendo Switch, Xbox One",Aquiris Game Studio,"Action, Sports, Racing, Casual, Indie","Aquiris Game Studio, AQUIRIS"
438632,58494,Battlefield V,77.0,2018,"PlayStation 4, Xbox One, PC","Electronic Arts, Electronic Arts DICE, Uprise","Action, Shooter, Adventure, Massively Multiplayer",Electronic Arts
438633,58495,Immortal: Unchained,54.0,2018,"PC, PlayStation 4, Xbox One","Toadman Interactive, SOLD OUT SALES & MARKETING","Action, Adventure, RPG, Fighting","Toadman Interactive, Game Odyssey"
438635,58498,Bloodstained: Curse of the Moon,78.0,2018,"PC, Nintendo Switch, Xbox One, PlayStation 4",Inti Creates,Action,Inti Creates
438675,58540,Serious Sam 4,68.0,2020,"Linux, macOS, PlayStation 4, PC, Xbox One",Croteam,"Action, Shooter, Adventure",Devolver Digital
438686,58550,Ghost of Tsushima,83.0,2020,"PlayStation 5, PlayStation 4",Sucker Punch Productions,"Action, Adventure, RPG",Sony Interactive Entertainment
438687,58551,Dauntless,78.0,2019,"iOS, PlayStation 4, PC, Xbox One, Nintendo Switch","Phoenix Games, ISOLGAMES","Action, RPG, Casual, Massively Multiplayer",INFORMATION SOLUTIONS GROUP
438722,58585,Fallout 76,51.0,2018,"PC, PlayStation 4, Xbox One",Bethesda Game Studios,"Action, Adventure, RPG",Bethesda Softworks
438733,58597,LEGO DC Super-Villains,74.0,2018,"PC, Xbox One, PlayStation 4, Nintendo Switch","Warner Bros. Interactive, Traveller's Tales","Action, Adventure, Family",Warner Bros. Interactive
438740,58606,"Pokémon: Let's Go, Pikachu!, Eevee!",80.0,2018,Nintendo Switch,"Game Freak, The Pokemon Company","Adventure, RPG, Strategy",Nintendo
438750,58616,Assassin's Creed Odyssey,85.0,2018,"Nintendo Switch, PC, Xbox One, PlayStation 4","Ubisoft, Ubisoft Montreal, Ubisoft Shanghai, Ubisoft Quebec, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Bucharest, Ubisoft Singapore","Action, RPG",Ubisoft Entertainment
438751,58617,Borderlands 3,83.0,2019,"PC, Xbox Series S/X, PlayStation 5, PlayStation 4, Xbox One","2K, Gearbox Software","Action, Shooter, Adventure, RPG","2K Games, Gearbox Publishing"
438766,58632,Prey (2006),83.0,2006,"Xbox 360, PC, Linux, Classic Macintosh",Human Head Studios,"Action, Shooter, Adventure","2K Games, Aspyr, 3D Realms"
438771,58637,CODE VEIN,72.0,2019,"PC, Xbox One, PlayStation 4","BANDAI NAMCO Entertainment America, Bandai Namco Entertainment","Action, RPG",Bandai Namco Entertainment
438790,58654,Hitman 2,83.0,2018,"PC, PlayStation 4, Xbox One",IO Interactive,Action,Warner Bros. Interactive
438793,5868,Five Nights at Freddy's,78.0,2014,"Android, PlayStation 4, iOS, Nintendo Switch, Xbox One, PC","Scott Cawthon, Clickteam","Action, Strategy, Simulation, Indie","Scott Cawthon, CLICKTEAM L.L.C."
438795,58698,Just Cause 4,68.0,2018,"PlayStation 4, PC, Xbox One","Square Enix, Avalanche Studios","Action, Adventure",Square Enix
438799,58701,NBA LIVE 19,74.0,2018,"PlayStation 4, Xbox One",Electronic Arts Tiburon,"Simulation, Sports",Electronic Arts
438819,58725,Twin Mirror,63.0,2020,"PC, Xbox One, PlayStation 4",DONTNOD Entertainment,Adventure,Bandai Namco Entertainment
438827,58732,FIFA 19,80.0,2018,"PlayStation 3, Xbox 360, Nintendo Switch, PC, Xbox One, PlayStation 4",Electronic Arts Vancouver,"Simulation, Sports",EA SPORTS
438829,58735,Unravel Two,79.0,2018,"PC, Nintendo Switch, PlayStation 4, Xbox One","Electronic Arts, Coldwood Interactive","Action, Adventure, Puzzle, Platformer",Electronic Arts
438830,58736,Sea of Solitude,68.0,2019,"PlayStation 4, PC, Xbox One","Electronic Arts, JO-MEI GAMES","Action, Adventure",Electronic Arts
438846,58752,The Awesome Adventures of Captain Spirit,77.0,2018,"PC, PlayStation 4, Xbox One",DONTNOD Entertainment,Adventure,Square Enix
438847,58753,Forza Horizon 4,90.0,2018,"Xbox Series S/X, PC, Xbox One",Playground Games,"Racing, Massively Multiplayer",Microsoft Studios
438848,58754,Tom Clancy’s The Division 2,83.0,2019,"Web, PC, PlayStation 4, Xbox One","Ubisoft, Massive Entertainment","Action, Shooter, Adventure, RPG",Ubisoft Entertainment
438849,58755,Devil May Cry 5,88.0,2019,"PC, Xbox One, PlayStation 4",Capcom,Action,Capcom
438851,58757,Jump Force,59.0,2019,"PC, Nintendo Switch, Xbox One, PlayStation 4","BANDAI NAMCO Entertainment America, Spike Chunsoft Co, SPIKE CHUNSOFT Co.","Action, RPG, Fighting","Bandai Namco Entertainment, BANDAI NAMCO Entertainment US"
438854,58761,Gears POP!,64.0,2019,"iOS, Android, PC","The Coalition, Microsoft","Action, Strategy",Microsoft Studios
438855,58762,Gears Tactics,81.0,2020,"Xbox One, PC","Splash Damage, The Coalition",Strategy,"Microsoft Studios, Xbox Game Studios"
438856,58763,Battletoads (2020),69.0,2020,"Xbox One, PC",Dlala Studios,"Fighting, Platformer","Xbox Game Studios, Rare"
438857,58764,Outer Wilds,84.0,2019,"PC, PlayStation 4, Xbox One",Mobius Digital,"Adventure, Indie, Puzzle",Annapurna Interactive
438858,58765,Afterparty,74.0,2019,"macOS, PC, Xbox One, Nintendo Switch, PlayStation 4, Linux","Night School Studio, Night School Studios","Adventure, Indie","Night School Studio, Night School Studios, Night School"
438859,58766,Kingdom: Two Crowns,84.0,2018,"iOS, macOS, PC, PlayStation 4, Nintendo Switch, Xbox One","Noio, Raw Fury, Coatsink","Adventure, RPG, Strategy, Simulation, Indie",Raw Fury
438863,5877,Back to the Future: The Game,74.0,2010,"PlayStation 3, PC, macOS, iOS, PlayStation 4, Xbox 360, Wii",Telltale Games,"Action, Adventure, Puzzle",Telltale Games
438865,58771,PLANET ALPHA,71.0,2018,"PC, PlayStation 4, Xbox One, Nintendo Switch","Team17 Digital, Planet Alpha ApS","Action, Adventure, Indie, Platformer",Team17 Digital
438870,58776,Generation Zero (2019),49.0,2019,"PlayStation 4, Xbox One, PC",Avalanche Studios,"Action, Shooter",Avalanche Studios
438871,58777,DOOM Eternal,86.0,2020,"PC, Nintendo Switch, PlayStation 4, Xbox One","Bethesda Softworks, id Software","Action, Shooter",Bethesda Softworks
438874,58780,Prey - Mooncrash,80.0,2018,"PC, Xbox One, PlayStation 4",Arkane Studios,"Action, Adventure",Bethesda Softworks
438876,58782,Wolfenstein: Youngblood,66.0,2019,"PlayStation 4, Nintendo Switch, PC, Xbox One","Bethesda Softworks, Arkane Studios, Machine Games","Action, Shooter",Bethesda Softworks
438877,58783,The Walking Dead: The Final Season,78.0,2018,"PC, PlayStation 4, Xbox One, Nintendo Switch",Telltale Games,"Action, Adventure",Telltale Games
438891,58798,The Quiet Man,34.0,2018,"PC, PlayStation 4","Square Enix, Human Head Studios","Action, Adventure",Square Enix
438897,58803,Trials Rising,81.0,2019,"PlayStation 4, Xbox One, Nintendo Switch, PC","Ubisoft, Redlynx","Racing, Arcade",Ubisoft Entertainment
438903,58811,The Sinking City,66.0,2019,"PC, PlayStation 4, Nintendo Switch, Xbox One",Frogwares,"Action, Adventure","Frogwares, Bigben Interactive"
438904,58812,Control,84.0,2019,"Xbox Series S/X, PlayStation 5, PC, PlayStation 4, Xbox One","505 Games, Remedy Entertainment","Action, Shooter, Adventure",505 Games
